ProcessingType=2,,,,,,,,,,,,,,,,,,
NumCellSeries=4,,,,,,,,,,,,,,,,,,
ElapsedTimeColumn=0,,,,,,,,,,,,,,,,,,
VoltageColumn=3,,,,,,,,,,,,,,,,,,
CurrentColumn=8,,,,,,,,,,,,,,,,,,
TemperatureColumn=2,,,,,,,,,,,,,,,,,,
Time[s],DataTime,Temperature °C,Volt[mV],VoltC1[mV],VoltC2[mV],VoltC3[mV],VoltC4[mV],Current[mA],RSOC[%],ASOC[%],LStatus,IT Status[hex],Battery Status[hex],Manufacturing Status[hex],Operation Status A[hex],Operation Status B[hex],Safety Status A+B[hex],Safety Status C+D[hex]
21167.9,08.04.2022 3:19:16,28.8,13729,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21169.1,08.04.2022 3:19:17,28.8,13729,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21170.4,08.04.2022 3:19:18,28.9,13730,3407,3440,3430,3452,2961,63,52,4,819,80,000E,187,0,0,0
21171.6,08.04.2022 3:19:19,28.7,13729,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21172.9,08.04.2022 3:19:21,28.7,13729,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21174.1,08.04.2022 3:19:22,28.7,13730,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21175.4,08.04.2022 3:19:23,28.9,13730,3408,3440,3430,3452,2960,63,52,4,819,80,000E,187,0,0,0
21176.6,08.04.2022 3:19:24,28.9,13730,3407,3440,3430,3452,2961,63,52,4,819,80,000E,187,0,0,0
21177.9,08.04.2022 3:19:26,28.8,13729,3407,3440,3430,3453,2961,63,52,4,819,80,000E,187,0,0,0
21179.1,08.04.2022 3:19:27,28.8,13730,3407,3440,3430,3453,2960,63,52,4,819,80,000E,187,0,0,0
21180.4,08.04.2022 3:19:28,28.6,13730,3408,3441,3430,3453,2960,63,52,4,819,80,000E,187,0,0,0
21181.7,08.04.2022 3:19:30,28.8,13730,3407,3440,3430,3453,2960,63,52,4,819,80,000E,187,0,0,0
21182.9,08.04.2022 3:19:31,28.6,13730,3407,3440,3430,3453,2959,63,52,4,819,80,000E,187,0,0,0
21184.1,08.04.2022 3:19:32,28.8,13730,3407,3441,3430,3453,2959,63,52,4,819,80,000E,187,0,0,0
21185.5,08.04.2022 3:19:33,28.9,13731,3409,3440,3430,3453,2959,63,53,4,819,80,000E,187,0,0,0
21186.7,08.04.2022 3:19:35,28.9,13730,3407,3440,3430,3453,2958,63,53,4,819,80,000E,187,0,0,0
21187.9,08.04.2022 3:19:36,28.8,13730,3407,3441,3430,3453,2958,63,53,4,819,80,000E,187,0,0,0
21189.2,08.04.2022 3:19:37,28.6,13730,3407,3440,3430,3453,2959,63,53,4,819,80,000E,187,0,0,0
21190.5,08.04.2022 3:19:38,28.8,13731,3408,3441,3430,3453,2957,63,53,4,819,80,000E,187,0,0,0
21191.7,08.04.2022 3:19:40,28.9,13730,3407,3441,3430,3453,2957,63,53,4,819,80,000E,187,0,0,0
21193.0,08.04.2022 3:19:41,28.9,13731,3407,3441,3430,3453,2958,63,53,4,819,80,000E,187,0,0,0
21194.2,08.04.2022 3:19:42,28.9,13730,3407,3441,3430,3454,2958,63,53,4,819,80,000E,187,0,0,0
21195.5,08.04.2022 3:19:43,28.7,13730,3408,3441,3430,3453,2956,63,53,4,819,80,000E,187,0,0,0
21196.7,08.04.2022 3:19:45,28.8,13731,3408,3441,3430,3453,2957,63,53,4,819,80,000E,187,0,0,0
21198.0,08.04.2022 3:19:46,28.7,13731,3408,3440,3430,3453,2957,63,53,4,819,80,000E,187,0,0,0
21199.2,08.04.2022 3:19:47,28.8,13731,3407,3440,3430,3453,2955,63,53,4,819,80,000E,187,0,0,0
21200.5,08.04.2022 3:19:48,28.9,13731,3409,3441,3431,3453,2956,63,53,4,819,80,000E,187,0,0,0
21201.8,08.04.2022 3:19:50,28.9,13731,3407,3441,3430,3453,2956,63,53,4,819,80,000E,187,0,0,0
21203.0,08.04.2022 3:19:51,28.8,13731,3408,3441,3430,3453,2956,63,53,4,819,80,000E,187,0,0,0
21204.3,08.04.2022 3:19:52,28.7,13731,3408,3441,3430,3453,2954,63,53,4,819,80,000E,187,0,0,0
21205.6,08.04.2022 3:19:53,28.9,13731,3409,3440,3430,3453,2954,63,53,4,819,80,000E,187,0,0,0
21206.8,08.04.2022 3:19:55,28.9,13731,3408,3441,3430,3453,2953,63,53,4,819,80,000E,187,0,0,0
21208.0,08.04.2022 3:19:56,28.9,13732,3408,3441,3431,3453,2957,63,53,4,819,80,000E,187,0,0,0
21209.3,08.04.2022 3:19:57,28.9,13732,3408,3441,3430,3454,2955,63,53,4,819,80,000E,187,0,0,0
21210.5,08.04.2022 3:19:58,28.7,13731,3409,3441,3430,3453,2955,63,53,4,819,80,000E,187,0,0,0
21211.8,08.04.2022 3:20:00,28.7,13732,3408,3441,3430,3453,2954,63,53,4,819,80,000E,187,0,0,0
21213.0,08.04.2022 3:20:01,28.7,13731,3408,3441,3430,3453,2953,63,53,4,819,80,000E,187,0,0,0
21214.2,08.04.2022 3:20:02,28.8,13732,3408,3441,3431,3453,2953,63,53,4,819,80,000E,187,0,0,0
21215.5,08.04.2022 3:20:03,28.9,13731,3409,3441,3431,3453,2954,63,53,4,819,80,000E,187,0,0,0
21216.8,08.04.2022 3:20:05,28.9,13732,3408,3441,3430,3453,2953,63,53,4,819,80,000E,187,0,0,0
21218.0,08.04.2022 3:20:06,28.9,13732,3408,3441,3430,3454,2952,63,53,4,819,80,000E,187,0,0,0
21219.3,08.04.2022 3:20:07,28.7,13732,3408,3441,3430,3453,2952,63,53,4,819,80,000E,187,0,0,0
21220.5,08.04.2022 3:20:08,28.9,13732,3409,3441,3431,3453,2951,63,53,4,819,80,000E,187,0,0,0
21221.8,08.04.2022 3:20:10,28.9,13732,3408,3441,3430,3453,2952,63,53,4,819,80,000E,187,0,0,0
21223.0,08.04.2022 3:20:11,28.9,13732,3408,3441,3430,3453,2950,63,53,4,819,80,000E,187,0,0,0
21224.3,08.04.2022 3:20:12,28.9,13732,3408,3441,3430,3453,2950,63,53,4,819,80,000E,187,0,0,0
21225.5,08.04.2022 3:20:13,28.6,13732,3409,3441,3431,3453,2950,64,53,4,819,80,000E,187,0,0,0
21226.8,08.04.2022 3:20:15,28.9,13733,3408,3441,3431,3453,2950,64,53,4,819,80,000E,187,0,0,0
21228.0,08.04.2022 3:20:16,28.7,13732,3408,3441,3431,3454,2950,64,53,4,819,80,000E,187,0,0,0
21229.3,08.04.2022 3:20:17,28.9,13733,3408,3441,3431,3453,2950,64,53,4,819,80,000E,187,0,0,0
21230.6,08.04.2022 3:20:18,28.8,13732,3410,3441,3431,3453,2949,64,53,4,819,80,000E,187,0,0,0
21231.9,08.04.2022 3:20:20,28.9,13733,3408,3441,3430,3453,2948,64,53,4,819,80,000E,187,0,0,0
21233.1,08.04.2022 3:20:21,28.8,13733,3408,3441,3430,3453,2948,64,53,4,819,80,000E,187,0,0,0
21234.3,08.04.2022 3:20:22,28.7,13733,3408,3441,3431,3453,2948,64,53,4,819,80,000E,187,0,0,0
21235.6,08.04.2022 3:20:23,28.9,13732,3408,3441,3431,3453,2950,64,53,4,819,80,000E,187,0,0,0
21236.9,08.04.2022 3:20:25,28.9,13733,3408,3441,3431,3453,2948,64,53,4,819,80,000E,187,0,0,0
21238.1,08.04.2022 3:20:26,28.9,13733,3408,3441,3431,3453,2947,64,53,4,819,80,000E,187,0,0,0
21239.3,08.04.2022 3:20:27,28.9,13734,3408,3441,3430,3454,2948,64,53,4,819,80,000E,187,0,0,0
21240.6,08.04.2022 3:20:28,28.7,13733,3408,3441,3431,3453,2947,64,53,4,819,80,000E,187,0,0,0
21241.9,08.04.2022 3:20:30,28.9,13733,3408,3441,3431,3454,2947,64,53,4,819,80,000E,187,0,0,0
21243.1,08.04.2022 3:20:31,28.8,13734,3409,3441,3431,3453,2948,64,53,4,819,80,000E,187,0,0,0
21244.3,08.04.2022 3:20:32,28.8,13734,3409,3441,3431,3454,2947,64,53,4,819,80,000E,187,0,0,0
21245.6,08.04.2022 3:20:33,28.9,13733,3408,3441,3431,3453,2947,64,53,4,819,80,000E,187,0,0,0
21246.8,08.04.2022 3:20:35,28.9,13733,3409,3441,3431,3454,2946,64,53,4,819,80,000E,187,0,0,0
21248.1,08.04.2022 3:20:36,28.8,13734,3409,3441,3431,3453,2946,64,53,4,819,80,000E,187,0,0,0
21249.4,08.04.2022 3:20:37,28.7,13734,3410,3441,3431,3454,2945,64,53,4,819,80,000E,187,0,0,0
21250.7,08.04.2022 3:20:39,28.9,13734,3409,3441,3431,3454,2945,64,53,4,819,80,000E,187,0,0,0
21251.9,08.04.2022 3:20:40,28.7,13734,3409,3441,3431,3454,2945,64,53,4,819,80,000E,187,0,0,0
21253.2,08.04.2022 3:20:41,28.9,13734,3409,3441,3431,3453,2945,64,53,4,819,80,000E,187,0,0,0
21254.4,08.04.2022 3:20:42,29,13734,3409,3441,3431,3454,2945,64,53,4,819,80,000E,187,0,0,0
21255.7,08.04.2022 3:20:44,28.9,13734,3409,3441,3431,3453,2943,64,53,4,819,80,000E,187,0,0,0
21256.9,08.04.2022 3:20:45,28.9,13734,3408,3441,3431,3454,2944,64,53,4,819,80,000E,187,0,0,0
21258.2,08.04.2022 3:20:46,28.7,13734,3409,3442,3431,3453,2944,64,53,4,819,80,000E,187,0,0,0
21259.4,08.04.2022 3:20:47,28.9,13734,3409,3441,3431,3454,2944,64,54,4,819,80,000E,187,0,0,0
21260.7,08.04.2022 3:20:49,28.9,13734,3409,3441,3431,3454,2943,64,54,4,819,80,000E,187,0,0,0
21262.0,08.04.2022 3:20:50,28.7,13734,3408,3441,3431,3454,2944,64,54,4,819,80,000E,187,0,0,0
21263.2,08.04.2022 3:20:51,28.9,13734,3409,3441,3431,3454,2944,64,54,4,819,80,000E,187,0,0,0
21264.5,08.04.2022 3:20:52,28.7,13734,3409,3441,3431,3454,2943,64,54,4,819,80,000E,187,0,0,0
21265.7,08.04.2022 3:20:54,28.7,13734,3409,3442,3431,3454,2944,64,54,4,819,80,000E,187,0,0,0
21267.0,08.04.2022 3:20:55,28.7,13735,3409,3441,3431,3454,2942,64,54,4,819,80,000E,187,0,0,0
21268.2,08.04.2022 3:20:56,28.9,13735,3409,3442,3431,3455,2942,64,54,4,819,80,000E,187,0,0,0
21269.5,08.04.2022 3:20:57,28.9,13734,3409,3442,3431,3454,2941,64,54,4,819,80,000E,187,0,0,0
21270.8,08.04.2022 3:20:59,28.9,13735,3409,3442,3431,3454,2942,64,54,4,819,80,000E,187,0,0,0
21272.0,08.04.2022 3:21:00,28.9,13735,3409,3442,3431,3454,2942,64,54,4,819,80,000E,187,0,0,0
21273.3,08.04.2022 3:21:01,28.8,13735,3409,3442,3431,3454,2941,64,54,4,819,80,000E,187,0,0,0
21274.5,08.04.2022 3:21:02,28.9,13735,3410,3441,3431,3454,2941,64,54,4,819,80,000E,187,0,0,0
21275.8,08.04.2022 3:21:04,28.9,13735,3409,3441,3431,3454,2941,64,54,4,819,80,000E,187,0,0,0
21277.0,08.04.2022 3:21:05,28.9,13735,3409,3442,3431,3454,2942,64,54,4,819,80,000E,187,0,0,0
21278.3,08.04.2022 3:21:06,29,13735,3409,3442,3431,3454,2939,64,54,4,819,80,000E,187,0,0,0
21279.5,08.04.2022 3:21:07,28.7,13735,3409,3442,3431,3454,2940,64,54,4,819,80,000E,187,0,0,0
21280.8,08.04.2022 3:21:09,28.9,13735,3409,3442,3431,3454,2941,64,54,4,819,80,000E,187,0,0,0
21282.1,08.04.2022 3:21:10,28.8,13736,3409,3441,3431,3454,2940,64,54,4,819,80,000E,187,0,0,0
21283.3,08.04.2022 3:21:11,28.9,13736,3409,3442,3431,3454,2939,64,54,4,819,80,000E,187,0,0,0
21284.5,08.04.2022 3:21:12,28.9,13735,3410,3442,3432,3455,2938,64,54,4,819,80,000E,187,0,0,0
21285.8,08.04.2022 3:21:14,28.9,13736,3409,3442,3432,3454,2938,64,54,4,819,80,000E,187,0,0,0
21287.1,08.04.2022 3:21:15,29,13736,3409,3442,3431,3454,2939,65,54,4,819,80,000E,187,0,0,0
21288.3,08.04.2022 3:21:16,28.7,13737,3409,3442,3431,3454,2940,65,54,4,819,80,000E,187,0,0,0
21289.6,08.04.2022 3:21:17,28.9,13736,3411,3442,3431,3454,2939,65,54,4,819,80,000E,187,0,0,0
21290.9,08.04.2022 3:21:19,28.9,13736,3409,3442,3431,3454,2938,65,54,4,819,80,000E,187,0,0,0
21292.2,08.04.2022 3:21:20,28.9,13736,3409,3442,3431,3454,2940,65,54,4,819,80,000E,187,0,0,0
21293.4,08.04.2022 3:21:21,28.9,13736,3410,3442,3431,3454,2938,65,54,4,819,80,000E,187,0,0,0
21294.6,08.04.2022 3:21:23,28.9,13736,3409,3442,3431,3454,2938,65,54,4,819,80,000E,187,0,0,0
21295.9,08.04.2022 3:21:24,28.9,13736,3409,3442,3431,3455,2936,65,54,4,819,80,000E,187,0,0,0
21297.2,08.04.2022 3:21:25,28.8,13736,3409,3442,3431,3454,2936,65,54,4,819,80,000E,187,0,0,0
21298.4,08.04.2022 3:21:26,29,13737,3410,3442,3431,3454,2936,65,54,4,819,80,000E,187,0,0,0
21299.7,08.04.2022 3:21:28,28.9,13736,3409,3442,3431,3455,2935,65,54,4,819,80,000E,187,0,0,0
21301.0,08.04.2022 3:21:29,29,13736,3410,3442,3432,3455,2935,65,54,4,819,80,000E,187,0,0,0
21302.2,08.04.2022 3:21:30,28.9,13736,3409,3442,3431,3454,2935,65,54,4,819,80,000E,187,0,0,0
21303.4,08.04.2022 3:21:31,28.7,13737,3410,3442,3431,3454,2936,65,54,4,819,80,000E,187,0,0,0
21304.7,08.04.2022 3:21:33,29,13737,3409,3442,3431,3455,2934,65,54,4,819,80,000E,187,0,0,0
21306.0,08.04.2022 3:21:34,28.8,13736,3410,3442,3431,3455,2934,65,54,4,819,80,000E,187,0,0,0
21307.2,08.04.2022 3:21:35,28.9,13737,3409,3442,3432,3455,2933,65,54,4,819,80,000E,187,0,0,0
21308.4,08.04.2022 3:21:36,28.9,13737,3410,3442,3431,3454,2935,65,54,4,819,80,000E,187,0,0,0
21309.7,08.04.2022 3:21:38,28.9,13737,3409,3442,3432,3454,2935,65,54,4,819,80,000E,187,0,0,0
21311.0,08.04.2022 3:21:39,28.9,13737,3409,3442,3431,3455,2934,65,54,4,819,80,000E,187,0,0,0
21312.2,08.04.2022 3:21:40,28.8,13737,3409,3442,3432,3455,2933,65,54,4,819,80,000E,187,0,0,0
21313.5,08.04.2022 3:21:41,28.9,13737,3410,3442,3432,3455,2933,65,54,4,819,80,000E,187,0,0,0
21314.7,08.04.2022 3:21:43,28.9,13737,3409,3442,3432,3455,2933,65,54,4,819,80,000E,187,0,0,0
21316.0,08.04.2022 3:21:44,28.9,13737,3409,3442,3431,3454,2933,65,54,4,819,80,000E,187,0,0,0
21317.2,08.04.2022 3:21:45,29,13737,3409,3442,3432,3455,2934,65,54,4,819,80,000E,187,0,0,0
21318.5,08.04.2022 3:21:46,28.7,13737,3410,3442,3432,3454,2932,65,54,4,819,80,000E,187,0,0,0
21319.7,08.04.2022 3:21:48,29,13738,3409,3442,3432,3455,2933,65,54,4,819,80,000E,187,0,0,0
21321.0,08.04.2022 3:21:49,28.8,13737,3409,3442,3432,3455,2931,65,54,4,819,80,000E,187,0,0,0
21322.3,08.04.2022 3:21:50,28.9,13738,3410,3442,3432,3455,2932,65,54,4,819,80,000E,187,0,0,0
21323.5,08.04.2022 3:21:51,29,13738,3410,3442,3432,3455,2931,65,54,4,819,80,000E,187,0,0,0
21324.8,08.04.2022 3:21:53,28.9,13738,3410,3442,3432,3455,2932,65,54,4,819,80,000E,187,0,0,0
21326.0,08.04.2022 3:21:54,28.9,13738,3410,3443,3431,3455,2931,65,54,4,819,80,000E,187,0,0,0
21327.3,08.04.2022 3:21:55,28.7,13738,3410,3443,3432,3455,2931,65,54,4,819,80,000E,187,0,0,0
21328.5,08.04.2022 3:21:56,29,13738,3410,3442,3432,3455,2932,65,54,4,819,80,000E,187,0,0,0
21329.8,08.04.2022 3:21:58,28.9,13738,3409,3442,3432,3455,2932,65,54,4,819,80,000E,187,0,0,0
21331.1,08.04.2022 3:21:59,28.8,13738,3410,3442,3432,3455,2929,65,54,4,819,80,000E,187,0,0,0
21332.3,08.04.2022 3:22:00,29,13738,3410,3442,3432,3455,2930,65,54,4,819,80,000E,187,0,0,0
21333.6,08.04.2022 3:22:01,28.8,13738,3410,3442,3432,3455,2930,65,55,4,819,80,000E,187,0,0,0
21334.8,08.04.2022 3:22:03,29,13738,3410,3443,3432,3455,2930,65,55,4,819,80,000E,187,0,0,0
21336.1,08.04.2022 3:22:04,28.9,13738,3409,3443,3432,3455,2928,65,55,4,819,80,000E,187,0,0,0
21337.3,08.04.2022 3:22:05,28.9,13738,3410,3442,3432,3455,2930,65,55,4,819,80,000E,187,0,0,0
21338.6,08.04.2022 3:22:06,28.9,13738,3410,3442,3432,3455,2929,65,55,4,819,80,000E,187,0,0,0
21339.8,08.04.2022 3:22:08,28.9,13739,3410,3442,3432,3455,2928,65,55,4,819,80,000E,187,0,0,0
21341.1,08.04.2022 3:22:09,29,13738,3410,3442,3432,3455,2928,65,55,4,819,80,000E,187,0,0,0
21342.3,08.04.2022 3:22:10,28.7,13740,3410,3443,3432,3455,2927,65,55,4,819,80,000E,187,0,0,0
21343.6,08.04.2022 3:22:11,29,13738,3411,3442,3432,3455,2926,65,55,4,819,80,000E,187,0,0,0
21344.8,08.04.2022 3:22:13,29,13739,3410,3443,3432,3455,2927,65,55,4,819,80,000E,187,0,0,0
21346.1,08.04.2022 3:22:14,28.9,13739,3409,3442,3432,3456,2926,65,55,4,819,80,000E,187,0,0,0
21347.4,08.04.2022 3:22:15,29,13740,3410,3442,3432,3455,2925,66,55,4,819,80,000E,187,0,0,0
21348.7,08.04.2022 3:22:17,28.7,13739,3410,3443,3432,3455,2926,66,55,4,819,80,000E,187,0,0,0
21349.9,08.04.2022 3:22:18,28.9,13739,3410,3443,3432,3455,2926,66,55,4,819,80,000E,187,0,0,0
21351.2,08.04.2022 3:22:19,28.7,13739,3410,3442,3432,3455,2927,66,55,4,819,80,000E,187,0,0,0
21352.4,08.04.2022 3:22:20,29,13739,3410,3443,3432,3455,2925,66,55,4,819,80,000E,187,0,0,0
21353.7,08.04.2022 3:22:22,29,13739,3410,3443,3432,3455,2926,66,55,4,819,80,000E,187,0,0,0
21354.9,08.04.2022 3:22:23,29,13739,3410,3443,3432,3455,2924,66,55,4,819,80,000E,187,0,0,0
21356.2,08.04.2022 3:22:24,29,13739,3410,3443,3432,3455,2925,66,55,4,819,80,000E,187,0,0,0
21357.5,08.04.2022 3:22:25,28.8,13739,3410,3443,3432,3455,2925,66,55,4,819,80,000E,187,0,0,0
21358.7,08.04.2022 3:22:27,29,13740,3410,3443,3433,3455,2924,66,55,4,819,80,000E,187,0,0,0
21360.0,08.04.2022 3:22:28,28.8,13740,3410,3443,3432,3455,2924,66,55,4,819,80,000E,187,0,0,0
21361.2,08.04.2022 3:22:29,29,13740,3410,3443,3432,3455,2922,66,55,4,819,80,000E,187,0,0,0
21362.5,08.04.2022 3:22:30,29,13740,3411,3442,3432,3455,2923,66,55,4,819,80,000E,187,0,0,0
21363.7,08.04.2022 3:22:32,28.9,13740,3410,3443,3433,3455,2924,66,55,4,819,80,000E,187,0,0,0
21365.0,08.04.2022 3:22:33,28.9,13740,3411,3443,3432,3455,2923,66,55,4,819,80,000E,187,0,0,0
21366.2,08.04.2022 3:22:34,28.8,13740,3410,3443,3433,3456,2922,66,55,4,819,80,000E,187,0,0,0
21367.5,08.04.2022 3:22:35,29,13740,3411,3443,3432,3455,2922,66,55,4,819,80,000E,187,0,0,0
21368.7,08.04.2022 3:22:37,29,13740,3410,3443,3432,3455,2923,66,55,4,819,80,000E,187,0,0,0
21370.0,08.04.2022 3:22:38,28.8,13740,3410,3443,3432,3455,2921,66,55,4,819,80,000E,187,0,0,0
21371.3,08.04.2022 3:22:39,29,13740,3410,3443,3432,3455,2921,66,55,4,819,80,000E,187,0,0,0
21372.5,08.04.2022 3:22:40,28.7,13740,3410,3443,3432,3455,2923,66,55,4,819,80,000E,187,0,0,0
21373.8,08.04.2022 3:22:42,29,13740,3410,3443,3433,3455,2919,66,55,4,819,80,000E,187,0,0,0
21375.0,08.04.2022 3:22:43,28.8,13740,3410,3443,3432,3455,2920,66,55,4,819,80,000E,187,0,0,0
21376.3,08.04.2022 3:22:44,28.9,13740,3410,3443,3432,3455,2920,66,55,4,819,80,000E,187,0,0,0
21377.5,08.04.2022 3:22:45,29,13740,3411,3443,3433,3455,2921,66,55,4,819,80,000E,187,0,0,0
21378.8,08.04.2022 3:22:47,29,13740,3410,3443,3432,3456,2920,66,55,4,819,80,000E,187,0,0,0
21380.1,08.04.2022 3:22:48,29,13740,3410,3443,3433,3455,2921,66,55,4,819,80,000E,187,0,0,0
21381.3,08.04.2022 3:22:49,28.8,13741,3410,3443,3432,3455,2920,66,55,4,819,80,000E,187,0,0,0
21382.6,08.04.2022 3:22:50,29,13741,3412,3443,3433,3455,2919,66,55,4,819,80,000E,187,0,0,0
21383.9,08.04.2022 3:22:52,29,13741,3410,3443,3432,3455,2919,66,55,4,819,80,000E,187,0,0,0
21385.1,08.04.2022 3:22:53,28.9,13741,3411,3443,3432,3455,2918,66,55,4,819,80,000E,187,0,0,0
21386.4,08.04.2022 3:22:54,29,13741,3412,3443,3433,3455,2918,66,55,4,819,80,000E,187,0,0,0
21387.6,08.04.2022 3:22:55,28.8,13742,3410,3443,3432,3455,2918,66,55,4,819,80,000E,187,0,0,0
21388.9,08.04.2022 3:22:57,28.9,13742,3411,3443,3432,3455,2919,66,55,4,819,80,000E,187,0,0,0
21390.1,08.04.2022 3:22:58,28.8,13741,3411,3443,3433,3456,2918,66,55,4,819,80,000E,187,0,0,0
21391.4,08.04.2022 3:22:59,28.9,13742,3412,3443,3432,3455,2917,66,55,4,819,80,000E,187,0,0,0
21392.6,08.04.2022 3:23:00,29,13741,3412,3443,3432,3455,2918,66,55,4,819,80,000E,187,0,0,0
21393.9,08.04.2022 3:23:02,29,13742,3411,3443,3433,3455,2917,66,55,4,819,80,000E,187,0,0,0
21395.1,08.04.2022 3:23:03,29,13741,3410,3443,3433,3456,2916,66,55,4,819,80,000E,187,0,0,0
21396.4,08.04.2022 3:23:04,28.8,13743,3411,3443,3432,3455,2916,66,55,4,819,80,000E,187,0,0,0
21397.6,08.04.2022 3:23:05,29,13742,3411,3443,3432,3456,2917,66,55,4,819,80,000E,187,0,0,0
21398.9,08.04.2022 3:23:07,29,13742,3410,3443,3433,3455,2915,66,55,4,819,80,000E,187,0,0,0
21400.1,08.04.2022 3:23:08,28.9,13742,3411,3443,3433,3456,2915,66,55,4,819,80,000E,187,0,0,0
21401.4,08.04.2022 3:23:09,29,13743,3412,3443,3433,3456,2914,66,55,4,819,80,000E,187,0,0,0
21402.7,08.04.2022 3:23:11,28.8,13742,3411,3443,3433,3455,2915,66,55,4,819,80,000E,187,0,0,0
21403.9,08.04.2022 3:23:12,29,13742,3411,3444,3433,3455,2916,66,55,4,819,80,000E,187,0,0,0
21405.1,08.04.2022 3:23:13,28.8,13742,3411,3443,3433,3456,2915,66,55,4,819,80,000E,187,0,0,0
21406.4,08.04.2022 3:23:14,29,13743,3411,3443,3433,3456,2914,66,56,4,819,80,000E,187,0,0,0
21407.7,08.04.2022 3:23:16,29,13742,3411,3443,3433,3455,2916,66,56,4,819,80,000E,187,0,0,0
21408.9,08.04.2022 3:23:17,29,13743,3411,3443,3433,3456,2915,66,56,4,819,80,000E,187,0,0,0
21410.2,08.04.2022 3:23:18,29,13742,3411,3443,3433,3456,2916,67,56,4,819,80,000E,187,0,0,0
21411.5,08.04.2022 3:23:19,28.8,13742,3411,3443,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21412.7,08.04.2022 3:23:21,29,13743,3411,3443,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21414.0,08.04.2022 3:23:22,28.8,13742,3411,3444,3433,3456,2914,67,56,4,819,80,000E,187,0,0,0
21415.3,08.04.2022 3:23:23,29,13743,3411,3444,3433,3456,2911,67,56,4,819,80,000E,187,0,0,0
21416.5,08.04.2022 3:23:24,29,13742,3411,3443,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21417.8,08.04.2022 3:23:26,29,13742,3411,3443,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21419.0,08.04.2022 3:23:27,29,13743,3411,3444,3433,3456,2914,67,56,4,819,80,000E,187,0,0,0
21420.3,08.04.2022 3:23:28,28.8,13743,3411,3444,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21421.6,08.04.2022 3:23:29,29,13743,3412,3443,3433,3457,2913,67,56,4,819,80,000E,187,0,0,0
21422.8,08.04.2022 3:23:31,29,13743,3411,3444,3433,3456,2912,67,56,4,819,80,000E,187,0,0,0
21424.1,08.04.2022 3:23:32,29,13743,3411,3444,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21425.4,08.04.2022 3:23:33,29,13744,3411,3444,3433,3457,2912,67,56,4,819,80,000E,187,0,0,0
21426.6,08.04.2022 3:23:34,28.8,13743,3413,3444,3433,3456,2911,67,56,4,819,80,000E,187,0,0,0
21427.8,08.04.2022 3:23:36,28.9,13744,3411,3443,3433,3456,2910,67,56,4,819,80,000E,187,0,0,0
21429.1,08.04.2022 3:23:37,28.8,13743,3411,3444,3433,3456,2913,67,56,4,819,80,000E,187,0,0,0
21430.4,08.04.2022 3:23:38,29,13744,3411,3444,3433,3456,2911,67,56,4,819,80,000E,187,0,0,0
21431.6,08.04.2022 3:23:39,28.9,13744,3413,3444,3433,3456,2910,67,56,4,819,80,000E,187,0,0,0
21432.9,08.04.2022 3:23:41,28.9,13744,3411,3444,3434,3456,2910,67,56,4,819,80,000E,187,0,0,0
21434.1,08.04.2022 3:23:42,29,13744,3411,3444,3434,3456,2910,67,56,4,819,80,000E,187,0,0,0
21435.4,08.04.2022 3:23:43,28.7,13745,3411,3444,3433,3456,2911,67,56,4,819,80,000E,187,0,0,0
21436.7,08.04.2022 3:23:45,28.9,13744,3412,3444,3433,3456,2909,67,56,4,819,80,000E,187,0,0,0
21437.9,08.04.2022 3:23:46,29,13744,3412,3443,3433,3456,2909,67,56,4,819,80,000E,187,0,0,0
21439.2,08.04.2022 3:23:47,29,13744,3411,3444,3433,3456,2909,67,56,4,819,80,000E,187,0,0,0
21440.4,08.04.2022 3:23:48,29,13745,3412,3444,3434,3456,2909,67,56,4,819,80,000E,187,0,0,0
21441.7,08.04.2022 3:23:50,28.8,13744,3412,3444,3434,3456,2909,67,56,4,819,80,000E,187,0,0,0
21443.0,08.04.2022 3:23:51,29,13745,3412,3444,3433,3456,2910,67,56,4,819,80,000E,187,0,0,0
21444.2,08.04.2022 3:23:52,28.8,13745,3412,3444,3433,3456,2908,67,56,4,819,80,000E,187,0,0,0
21445.5,08.04.2022 3:23:53,29,13744,3412,3444,3433,3457,2908,67,56,4,819,80,000E,187,0,0,0
21446.7,08.04.2022 3:23:55,29,13744,3411,3444,3433,3456,2906,67,56,4,819,80,000E,187,0,0,0
21448.0,08.04.2022 3:23:56,29,13745,3412,3444,3433,3457,2907,67,56,4,819,80,000E,187,0,0,0
21449.2,08.04.2022 3:23:57,29,13745,3412,3444,3434,3456,2907,67,56,4,819,80,000E,187,0,0,0
21450.5,08.04.2022 3:23:58,28.8,13745,3412,3444,3433,3456,2907,67,56,4,819,80,000E,187,0,0,0
